T,RH,AH,Comfortable
21.025000095367,30.625,0.7538140913372204,0
9.25,37.550000190735,0.4390718684504554,1
35.824999809265,28.724999427795,1.6626207487323486,0
15.97500038147,35.824998855591,0.6455971918606205,1
12.199999809265002,69.575000762939,0.9859890462659608,0
23.999999523163,50.324999809265,1.481116704325216,0
14.150000095366998,66.824998855591,1.073016696870637,0
19.074999809265,57.52499961853,1.25693165495402,0
21.874999523163,68.300001144409,1.7698850110575637,0
13.050000190735002,57.900000572205,0.8666330082051409,0
24.700000286102,37.14999961853,1.1397295022864125,1
27.825000286102,49.425000190735,1.820917023126289,0
18.474999904632995,76.200000762939,1.6045486117370178,0
28.25,35.52499961853,1.34141206175878,1
13.225000143050998,37.875,0.5732960987674435,1
18.424999713898004,51.599999427795,1.0831946734563322,0
29.02499961853,37.64999961853,1.4866182629858211,1
4.2750000953674,48.575000762939,0.4069187093996573,0
5.024999976158096,36.050000190735,0.317808640284229,1
34.700000762939,35.899998664856,1.9527870031002432,1
21.599999904633,39.85000038147,1.0156413328102214,1
7.25,39.39999961853,0.4034748881385437,1
4.024999976158096,39.200000762939,0.3228239247959921,1
33.875,35.974999427795,1.869198900633254,1
27.699999809265,39.249999046326,1.435604533209466,1
20.85000038147,39.400000572205,0.9595546612921882,1
19.474999904633,42.25,0.9461280396523571,0
2.7499999403954014,43.199999809265,0.3259392871767569,0
17.875,37.574998855591,0.7623835204794811,1
14.449999809265002,39.150000572205,0.6407371456223985,1
6.549999952316298,67.625001907349,0.6608014210180702,0
13.875,43.875,0.6922753480278754,0
8.300000190734899,58.200000762939,0.6391285915609591,0
15.050000190734998,67.025001525879,1.1394478739503766,0
24.625,36.674999237061,1.1201715962503869,1
23.474999904632995,54.52499961853,1.555310802833064,0
8.924999952316298,45.5,0.5207530308573222,0
28.375,37.550000190735,1.4281534705407537,1
29.074999809265,35.375,1.4008110067411883,1
11.649999856948998,37.25,0.509459736365441,1
16.64999961853,38.22500038147,0.7186145900969231,1
27.599999904633,35.10000038147,1.2763852412365075,1
16.375,35.349999427795,0.6532252461656287,1
14.174999952316,36.825000286102,0.592244433013977,1
15.350000143050998,53.875,0.9334131004353544,0
32.075000286102,38.724999427795,1.819038224249105,1
22.175000667572,38.299999237061,1.0105918398252391,1
3.675000071525595,62.924999237061,0.5059400568084067,0
21.0,29.550000190735,0.7262509900901662,0
20.425000190735,62.974999427795,1.4945542551249609,0
16.775000095367,37.625000953674,0.7128827372812372,1
29.125,37.35000038147,1.4832757743116256,1
14.274999856948998,58.10000038147,0.940364028144966,0
16.400000095367,67.27499961853,1.2451090462291277,0
13.524999856949002,37.925000190735,0.5851754876606478,1
26.450000286102,35.72500038147,1.2148983007813232,1
22.025000095367,35.675000190735,0.9328604082389108,1
6.074999928474398,39.949999809265,0.3781019208241571,1
13.799999952316,58.25,0.9147045311684796,0
17.749999523162998,78.75,1.585468653165788,0
10.050000190734998,66.924999237061,0.8247612751599469,0
30.75,27.150000095367,1.1831604600185124,0
4.975000023841904,37.449999809265,0.3290320969508685,1
27.675000190735,39.349999427795,1.437175938722985,1
15.849999904633002,36.549999237061,0.6535080722116539,1
10.775000095366998,37.10000038147,0.4793779662474997,1
22.599999904632995,39.450000762939,1.0678772217040424,1
11.625,74.875,1.0223919180110193,0
11.5,60.900000572205,0.8248612654931872,0
21.625,61.800000190735,1.577454120985489,0
19.25,35.375000953674,0.781308262789888,1
19.250000476837,35.425000190735,0.7824125914576912,1
30.125,35.14999961853,1.4782026320726414,1
17.949999809265,50.800000190735,1.035517141228996,0
29.349999904633,39.974999427795,1.608168344034132,1
16.025000095367005,38.050000190735,0.6878504357611351,1
5.8750001192093,45.099999427795,0.4211277343797853,0
29.775000095367,39.60000038147,1.6323581719992146,1
9.7750000953674,59.60000038147,0.7213704052298594,0
28.824999332428,52.0,2.0297346650079167,0
23.049999713898,33.025000572205,0.9184013114828417,0
33.549999237061,36.049999237061,1.8394538838683976,1
23.099999904632995,22.75,0.6345569073228134,0
25.875,37.375,1.228885413043138,1
21.824999809265,39.150000572205,1.0114531973439225,1
5.125,46.47500038147,0.4125021451071568,0
22.849999904633,35.274998664856,0.969291146360968,1
13.499999761580998,35.02499961853,0.539566304984147,1
28.199999809265,51.050000190735,1.922066525269453,0
5.674999952316295,79.675001144409,0.734000197984448,0
9.625,61.10000038147,0.7322799198136483,0
26.324999809265,43.074999809265,1.4541716581621362,0
23.025000095367005,51.050001144409,1.417540607109889,0
20.125000476837,62.699999809265,1.461047764257525,0
10.075000047684,47.550001144409,0.5869502345117251,0
14.75,37.52499961853,0.6259392458993612,1
28.27499961853,36.699999809265,1.38778359062456,1
16.575000047684,36.700000762939,0.6867163549507475,1
24.325000286102,59.449999809265,1.7837848545903294,0
13.624999761580998,62.050000190735,0.9635549956184192,0
24.049999713898,36.27499961853,1.070789561208534,1
21.425000667572,45.574999809265,1.149322909292338,0
5.6250001192093,37.550000190735,0.3447600467468019,1
21.25,48.849999427795,1.2189272804850035,0
11.424999952316,31.974999904633,0.4309853468503796,0
16.450000286101996,58.824999809265,1.092133013160285,0
10.975000143050998,58.925000190735,0.7713618792648487,0
11.574999809264998,58.75,0.7996170117562752,0
26.550000190735,47.549999237061,1.626515132256836,0
14.549999952316,35.449999809265,0.5838761514450106,1
3.975000023841904,39.025000572205,0.320285966875832,1
7.3999999761580995,36.52499961853,0.3777977957140905,1
13.125,70.25,1.0565516196856233,0
4.8499999046326,45.050000190735,0.3924586956171471,0
25.449999809265,39.824999809265,1.2771170478419374,1
11.600000063577998,38.66666730245,0.5271256762053607,1
32.300001144409,35.874999046326,1.7066564729609446,1
14.399999856948998,35.325000762939,0.5763037005444844,1
12.875000238418998,56.025000572205,0.8292068467240131,0
5.649999856948899,74.02499961853,0.6807991697076249,0
26.525000095367,36.550000190735,1.248418384321564,1
24.75,37.824999809265,1.1638768993728192,1
29.64999961853,37.724999427795,1.5439798716036115,1
8.8499999046326,83.674999237061,0.9529403369627109,0
28.400000095367,38.375,1.4616398560543649,1
17.424999713898004,51.849999427795,1.0230268132897535,0
39.724999427795,15.325000047684,1.0963183362658584,0
7.5,24.27499961853,0.2527697623157102,0
13.124999761581002,69.575000762939,1.0463996956961672,0
29.824999809265,38.77499961853,1.60292975119868,1
3.6500000357627975,37.674999237061,0.3024022107958599,1
5.0999999046326,36.449999809265,0.3229742813824414,1
20.200000286102,47.175000190735,1.104325158180286,0
1.9249999821186,35.0,0.2494178733517242,1
13.25,35.574999809265,0.5393447194244034,1
30.750000476837,28.699999809265,1.2507073951465164,0
28.52499961853,29.449999809265,1.1298244341534756,0
24.325000286102,29.75,0.8926425499465178,0
26.124999523163,45.300000190735,1.5114696084920154,0
7.325000047683702,50.775000572205,0.5225709535957681,0
14.575000047684,51.575000762939,0.8508099050751796,0
30.650000095367,38.724999427795,1.6780120924051392,1
13.450000286102,63.799999237061,0.97971398358451,0
25.300000190735,39.400000572205,1.2523695602888694,1
23.85000038147,39.89999961853,1.1638638378820514,1
22.125,36.800000190735,0.9680931756950952,1
14.875000238418998,65.72500038147,1.1050452688841588,0
28.150000095367,36.550000190735,1.3721582071746743,1
4.549999833107002,51.97500038147,0.4436399299041176,0
8.924999713897698,79.22500038147,0.9067397454746814,0
14.400000095366998,54.47500038147,0.8887231168957807,0
19.099999427795,38.299999237061,0.8381493457366518,1
7.75,39.724999427795,0.4205934257632729,1
5.450000047683702,60.150000572205,0.5457623413083683,0
4.400000095367396,43.650000572205,0.3687921638034468,0
27.974999904633,36.125,1.342535638565869,1
18.85000038147,45.02499961853,0.9702755383029292,0
8.875,46.074999809265,0.5255962650262128,0
7.050000071525602,39.60000038147,0.4001379045278819,1
21.400000572205,35.97500038147,0.905855821412959,1
27.824999332428,39.85000038147,1.4681545730817938,1
8.625,57.824999809265,0.6488249169079522,0
